record_type,artist,spotify_artist_id,album_id,album_name,album_release_date,track_id,track_name,track_number,disc_number,explicit,duration_ms,popularity,spotify_url,tm_event_name,tm_event_datetime,tm_venue,tm_city,tm_state,tm_country,tm_min_price,tm_max_price,tm_currency,tm_url,tm_attraction_id
track,Taylor swift,06HL4z0CvFAxyc27GXpf02,64LU4c1nfjz1t4VnGhagcg,1989 (Taylor's Version),2023-10-26,75W3SngKzTuoQ94uLf3y82,How You Get The Girl (Taylor's Version),10,1,False,247533,64,https://open.spotify.com/track/75W3SngKzTuoQ94uLf3y82,,,,,,,,,,,
track,Taylor swift,06HL4z0CvFAxyc27GXpf02,64LU4c1nfjz1t4VnGhagcg,1989 (Taylor's Version),2023-10-26,5QVVjX0ZItqlVpEuVCM9Yg,This Love (Taylor’s Version),11,1,False,250100,69,https://open.spotify.com/track/5QVVjX0ZItqlVpEuVCM9Yg,,,,,,,,,,,
track,Taylor swift,06HL4z0CvFAxyc27GXpf02,64LU4c1nfjz1t4VnGhagcg,1989 (Taylor's Version),2023-10-26,2f0GI2ZLUtbGqFx8t2Gk6A,I Know Places (Taylor's Version),12,1,False,195700,62,https://open.spotify.com/track/2f0GI2ZLUtbGqFx8t2Gk6A,,,,,,,,,,,
track,Taylor swift,06HL4z0CvFAxyc27GXpf02,64LU4c1nfjz1t4VnGhagcg,1989 (Taylor's Version),2023-10-26,2ByBBvpR9b7IynvRmnG7kG,Clean (Taylor's Version),13,1,False,271000,70,https://open.spotify.com/track/2ByBBvpR9b7IynvRmnG7kG,,,,,,,,,,,
track,Taylor swift,06HL4z0CvFAxyc27GXpf02,64LU4c1nfjz1t4VnGhagcg,1989 (Taylor's Version),2023-10-26,2ve0kuaWUCt4Zx8x4bf1MR,Wonderland (Taylor's Version),14,1,False,245566,64,https://open.spotify.com/track/2ve0kuaWUCt4Zx8x4bf1MR,,,,,,,,,,,
track,Taylor swift,06HL4z0CvFAxyc27GXpf02,64LU4c1nfjz1t4VnGhagcg,1989 (Taylor's Version),2023-10-26,4UwqOWDpdeIDVQDuKT6iza,You Are In Love (Taylor's Version),15,1,False,267389,69,https://open.spotify.com/track/4UwqOWDpdeIDVQDuKT6iza,,,,,,,,,,,
track,Taylor swift,06HL4z0CvFAxyc27GXpf02,64LU4c1nfjz1t4VnGhagcg,1989 (Taylor's Version),2023-10-26,2vPMoMDXxu9uX1igWZmXSG,New Romantics (Taylor's Version),16,1,False,230177,68,https://open.spotify.com/track/2vPMoMDXxu9uX1igWZmXSG,,,,,,,,,,,
track,Taylor swift,06HL4z0CvFAxyc27GXpf02,64LU4c1nfjz1t4VnGhagcg,1989 (Taylor's Version),2023-10-26,71BqAINEnezjQfxE4VuJfq,"""Slut!"" (Taylor's Version) (From The Vault)",17,1,False,180381,73,https://open.spotify.com/track/71BqAINEnezjQfxE4VuJfq,,,,,,,,,,,
track,Taylor swift,06HL4z0CvFAxyc27GXpf02,64LU4c1nfjz1t4VnGhagcg,1989 (Taylor's Version),2023-10-26,4NioO5R9sHEZh4cGzMHyNt,Say Don't Go (Taylor's Version) (From The Vault),18,1,False,279833,69,https://open.spotify.com/track/4NioO5R9sHEZh4cGzMHyNt,,,,,,,,,,,
track,Taylor swift,06HL4z0CvFAxyc27GXpf02,64LU4c1nfjz1t4VnGhagcg,1989 (Taylor's Version),2023-10-26,5KD6AEm19QnMbfWpfoOHMl,Now That We Don't Talk (Taylor's Version) (From The Vault),19,1,False,146436,72,https://open.spotify.com/track/5KD6AEm19QnMbfWpfoOHMl,,,,,,,,,,,
track,Taylor swift,06HL4z0CvFAxyc27GXpf02,64LU4c1nfjz1t4VnGhagcg,1989 (Taylor's Version),2023-10-26,6T0sEnqjmHISIKwFETeeiP,Suburban Legends (Taylor's Version) (From The Vault),20,1,False,171818,65,https://open.spotify.com/track/6T0sEnqjmHISIKwFETeeiP,,,,,,,,,,,
track,Taylor swift,06HL4z0CvFAxyc27GXpf02,64LU4c1nfjz1t4VnGhagcg,1989 (Taylor's Version),2023-10-26,1Iq8oo9XkmmvCQiGOfORiz,Is It Over Now? (Taylor's Version) (From The Vault),21,1,False,229477,73,https://open.spotify.com/track/1Iq8oo9XkmmvCQiGOfORiz,,,,,,,,,,,
track,Taylor swift,06HL4z0CvFAxyc27GXpf02,5AEDGbliTTfjOB8TSm1sxt,Speak Now (Taylor's Version),2023-07-07,7G0gBu6nLdhFDPRLc0HdDG,Mine (Taylor's Version),1,1,False,231706,73,https://open.spotify.com/track/7G0gBu6nLdhFDPRLc0HdDG,,,,,,,,,,,
track,Taylor swift,06HL4z0CvFAxyc27GXpf02,5AEDGbliTTfjOB8TSm1sxt,Speak Now (Taylor's Version),2023-07-07,3MytWN8L7shNYzGl4tAKRp,Sparks Fly (Taylor’s Version),2,1,False,261230,69,https://open.spotify.com/track/3MytWN8L7shNYzGl4tAKRp,,,,,,,,,,,
track,Taylor swift,06HL4z0CvFAxyc27GXpf02,5AEDGbliTTfjOB8TSm1sxt,Speak Now (Taylor's Version),2023-07-07,79uDOz0zuuWS7HWxzMmTa2,Back To December (Taylor's Version),3,1,False,294189,72,https://open.spotify.com/track/79uDOz0zuuWS7HWxzMmTa2,,,,,,,,,,,
track,Taylor swift,06HL4z0CvFAxyc27GXpf02,5AEDGbliTTfjOB8TSm1sxt,Speak Now (Taylor's Version),2023-07-07,5xXqyjLicvEpch72qEryFT,Speak Now (Taylor's Version),4,1,False,242473,66,https://open.spotify.com/track/5xXqyjLicvEpch72qEryFT,,,,,,,,,,,
track,Taylor swift,06HL4z0CvFAxyc27GXpf02,5AEDGbliTTfjOB8TSm1sxt,Speak Now (Taylor's Version),2023-07-07,1zU8j1x3yi9xalMF96pzKp,Dear John (Taylor's Version),5,1,False,405906,65,https://open.spotify.com/track/1zU8j1x3yi9xalMF96pzKp,,,,,,,,,,,
track,Taylor swift,06HL4z0CvFAxyc27GXpf02,5AEDGbliTTfjOB8TSm1sxt,Speak Now (Taylor's Version),2023-07-07,30Y4CV7A6YqtQtTTo7Ue4j,Mean (Taylor's Version),6,1,False,238693,64,https://open.spotify.com/track/30Y4CV7A6YqtQtTTo7Ue4j,,,,,,,,,,,
track,Taylor swift,06HL4z0CvFAxyc27GXpf02,5AEDGbliTTfjOB8TSm1sxt,Speak Now (Taylor's Version),2023-07-07,6dTA6y0C2ReQklntzZl8l3,The Story Of Us (Taylor's Version),7,1,False,267653,67,https://open.spotify.com/track/6dTA6y0C2ReQklntzZl8l3,,,,,,,,,,,
track,Taylor swift,06HL4z0CvFAxyc27GXpf02,5AEDGbliTTfjOB8TSm1sxt,Speak Now (Taylor's Version),2023-07-07,2EFZ9emtKWEglWUQGEQ3P9,Never Grow Up (Taylor's Version),8,1,False,292920,64,https://open.spotify.com/track/2EFZ9emtKWEglWUQGEQ3P9,,,,,,,,,,,
track,Taylor swift,06HL4z0CvFAxyc27GXpf02,5AEDGbliTTfjOB8TSm1sxt,Speak Now (Taylor's Version),2023-07-07,3sW3oSbzsfecv9XoUdGs7h,Enchanted (Taylor's Version),9,1,False,353253,78,https://open.spotify.com/track/3sW3oSbzsfecv9XoUdGs7h,,,,,,,,,,,
track,Taylor swift,06HL4z0CvFAxyc27GXpf02,5AEDGbliTTfjOB8TSm1sxt,Speak Now (Taylor's Version),2023-07-07,0NwGC0v03ysCYINtg6ns58,Better Than Revenge (Taylor's Version),10,1,False,220306,66,https://open.spotify.com/track/0NwGC0v03ysCYINtg6ns58,,,,,,,,,,,
track,Taylor swift,06HL4z0CvFAxyc27GXpf02,5AEDGbliTTfjOB8TSm1sxt,Speak Now (Taylor's Version),2023-07-07,12nBPF4Rh4XLFJV0YLN7uj,Innocent (Taylor's Version),11,1,False,301221,60,https://open.spotify.com/track/12nBPF4Rh4XLFJV0YLN7uj,,,,,,,,,,,
track,Taylor swift,06HL4z0CvFAxyc27GXpf02,5AEDGbliTTfjOB8TSm1sxt,Speak Now (Taylor's Version),2023-07-07,4tMzIAFTFdqGBQLdfbPces,Haunted (Taylor's Version),12,1,False,245413,66,https://open.spotify.com/track/4tMzIAFTFdqGBQLdfbPces,,,,,,,,,,,
track,Taylor swift,06HL4z0CvFAxyc27GXpf02,5AEDGbliTTfjOB8TSm1sxt,Speak Now (Taylor's Version),2023-07-07,59KOoHFcw5XfICnO57holu,Last Kiss (Taylor's Version),13,1,False,369120,68,https://open.spotify.com/track/59KOoHFcw5XfICnO57holu,,,,,,,,,,,
track,Taylor swift,06HL4z0CvFAxyc27GXpf02,5AEDGbliTTfjOB8TSm1sxt,Speak Now (Taylor's Version),2023-07-07,4hqJ4bSlYJOXb6Z4SRmzxs,Long Live (Taylor's Version),14,1,False,317960,70,https://open.spotify.com/track/4hqJ4bSlYJOXb6Z4SRmzxs,,,,,,,,,,,
track,Taylor swift,06HL4z0CvFAxyc27GXpf02,5AEDGbliTTfjOB8TSm1sxt,Speak Now (Taylor's Version),2023-07-07,3yNJkriPzWjkkDAWHIAVUq,Ours (Taylor’s Version),15,1,False,235803,62,https://open.spotify.com/track/3yNJkriPzWjkkDAWHIAVUq,,,,,,,,,,,
track,Taylor swift,06HL4z0CvFAxyc27GXpf02,5AEDGbliTTfjOB8TSm1sxt,Speak Now (Taylor's Version),2023-07-07,4evLyY5Ue1Wesc61t2KXAU,Superman (Taylor’s Version),16,1,False,274945,60,https://open.spotify.com/track/4evLyY5Ue1Wesc61t2KXAU,,,,,,,,,,,
track,Taylor swift,06HL4z0CvFAxyc27GXpf02,5AEDGbliTTfjOB8TSm1sxt,Speak Now (Taylor's Version),2023-07-07,4e3ZNTAV6PCrdYMUrUlMpQ,Electric Touch (feat. Fall Out Boy) (Taylor’s Version) (From The Vault),17,1,False,266466,64,https://open.spotify.com/track/4e3ZNTAV6PCrdYMUrUlMpQ,,,,,,,,,,,
track,Taylor swift,06HL4z0CvFAxyc27GXpf02,5AEDGbliTTfjOB8TSm1sxt,Speak Now (Taylor's Version),2023-07-07,0zo975x58DlXbZllWvfYhg,When Emma Falls in Love (Taylor’s Version) (From The Vault),18,1,False,252385,63,https://open.spotify.com/track/0zo975x58DlXbZllWvfYhg,,,,,,,,,,,
track,Taylor swift,06HL4z0CvFAxyc27GXpf02,5AEDGbliTTfjOB8TSm1sxt,Speak Now (Taylor's Version),2023-07-07,5kHMfzgLZP95O9NBy0ku4v,I Can See You (Taylor’s Version) (From The Vault),19,1,False,273186,72,https://open.spotify.com/track/5kHMfzgLZP95O9NBy0ku4v,,,,,,,,,,,
track,Taylor swift,06HL4z0CvFAxyc27GXpf02,5AEDGbliTTfjOB8TSm1sxt,Speak Now (Taylor's Version),2023-07-07,4ABYxlb92WBIjHu7TIKmml,Castles Crumbling (feat. Hayley Williams) (Taylor’s Version) (From The Vault),20,1,False,306062,64,https://open.spotify.com/track/4ABYxlb92WBIjHu7TIKmml,,,,,,,,,,,
track,Taylor swift,06HL4z0CvFAxyc27GXpf02,5AEDGbliTTfjOB8TSm1sxt,Speak Now (Taylor's Version),2023-07-07,4s8BIKx4Zh6ryAEz8RTlaU,Foolish One (Taylor’s Version) (From The Vault),21,1,False,311765,65,https://open.spotify.com/track/4s8BIKx4Zh6ryAEz8RTlaU,,,,,,,,,,,
track,Taylor swift,06HL4z0CvFAxyc27GXpf02,5AEDGbliTTfjOB8TSm1sxt,Speak Now (Taylor's Version),2023-07-07,1HCdems7PQZRj42QDWLA0A,Timeless (Taylor’s Version) (From The Vault),22,1,False,321396,66,https://open.spotify.com/track/1HCdems7PQZRj42QDWLA0A,,,,,,,,,,,
track,Taylor swift,06HL4z0CvFAxyc27GXpf02,1fnJ7k0bllNfL1kVdNVW1A,Midnights (The Til Dawn Edition),2023-05-26,24emu3sabKISjRkrys28jq,Lavender Haze,1,1,True,202395,62,https://open.spotify.com/track/24emu3sabKISjRkrys28jq,,,,,,,,,,,
track,Taylor swift,06HL4z0CvFAxyc27GXpf02,1fnJ7k0bllNfL1kVdNVW1A,Midnights (The Til Dawn Edition),2023-05-26,6qxvy9Pe4RJIq5JBVbbwbS,Maroon,2,1,True,218270,63,https://open.spotify.com/track/6qxvy9Pe4RJIq5JBVbbwbS,,,,,,,,,,,
track,Taylor swift,06HL4z0CvFAxyc27GXpf02,1fnJ7k0bllNfL1kVdNVW1A,Midnights (The Til Dawn Edition),2023-05-26,5qIHFdkW6phMsTZlN2g8Lc,Anti-Hero,3,1,False,200690,62,https://open.spotify.com/track/5qIHFdkW6phMsTZlN2g8Lc,,,,,,,,,,,
track,Taylor swift,06HL4z0CvFAxyc27GXpf02,1fnJ7k0bllNfL1kVdNVW1A,Midnights (The Til Dawn Edition),2023-05-26,7GA86Uo2jYbj8vIXe2nyWd,Snow On The Beach (feat. Lana Del Rey),4,1,True,256124,60,https://open.spotify.com/track/7GA86Uo2jYbj8vIXe2nyWd,,,,,,,,,,,
track,Taylor swift,06HL4z0CvFAxyc27GXpf02,1fnJ7k0bllNfL1kVdNVW1A,Midnights (The Til Dawn Edition),2023-05-26,6PQOU00xWNrGwCZzboriXy,"You're On Your Own, Kid",5,1,False,194206,63,https://open.spotify.com/track/6PQOU00xWNrGwCZzboriXy,,,,,,,,,,,
track,Taylor swift,06HL4z0CvFAxyc27GXpf02,1fnJ7k0bllNfL1kVdNVW1A,Midnights (The Til Dawn Edition),2023-05-26,4eKMqf9ZMSclDX7V9Ptg7x,Midnight Rain,6,1,False,174782,62,https://open.spotify.com/track/4eKMqf9ZMSclDX7V9Ptg7x,,,,,,,,,,,
track,Taylor swift,06HL4z0CvFAxyc27GXpf02,1fnJ7k0bllNfL1kVdNVW1A,Midnights (The Til Dawn Edition),2023-05-26,7oomkQSYf1ia2VnVEWfFIU,Question...?,7,1,True,210556,60,https://open.spotify.com/track/7oomkQSYf1ia2VnVEWfFIU,,,,,,,,,,,
track,Taylor swift,06HL4z0CvFAxyc27GXpf02,1fnJ7k0bllNfL1kVdNVW1A,Midnights (The Til Dawn Edition),2023-05-26,0GKDhq6ZbmSbRHd3eyGlB7,Vigilante Shit,8,1,True,164801,61,https://open.spotify.com/track/0GKDhq6ZbmSbRHd3eyGlB7,,,,,,,,,,,
track,Taylor swift,06HL4z0CvFAxyc27GXpf02,1fnJ7k0bllNfL1kVdNVW1A,Midnights (The Til Dawn Edition),2023-05-26,0VpF6RLdCfPIeYRwMu4tZK,Bejeweled,9,1,False,194165,61,https://open.spotify.com/track/0VpF6RLdCfPIeYRwMu4tZK,,,,,,,,,,,
track,Taylor swift,06HL4z0CvFAxyc27GXpf02,1fnJ7k0bllNfL1kVdNVW1A,Midnights (The Til Dawn Edition),2023-05-26,4bBDkw2KBMX0tcgAaXC83Q,Labyrinth,10,1,False,247962,61,https://open.spotify.com/track/4bBDkw2KBMX0tcgAaXC83Q,,,,,,,,,,,
track,Taylor swift,06HL4z0CvFAxyc27GXpf02,1fnJ7k0bllNfL1kVdNVW1A,Midnights (The Til Dawn Edition),2023-05-26,45R112Jz5hQeKgITXgSXzs,Karma,11,1,True,204852,61,https://open.spotify.com/track/45R112Jz5hQeKgITXgSXzs,,,,,,,,,,,
track,Taylor swift,06HL4z0CvFAxyc27GXpf02,1fnJ7k0bllNfL1kVdNVW1A,Midnights (The Til Dawn Edition),2023-05-26,2L09RYwH5Pjzca6PmbUAw3,Sweet Nothing,12,1,False,188496,60,https://open.spotify.com/track/2L09RYwH5Pjzca6PmbUAw3,,,,,,,,,,,
track,Taylor swift,06HL4z0CvFAxyc27GXpf02,1fnJ7k0bllNfL1kVdNVW1A,Midnights (The Til Dawn Edition),2023-05-26,1QQii3pa5m8MEda0nbkjfw,Mastermind,13,1,False,191039,61,https://open.spotify.com/track/1QQii3pa5m8MEda0nbkjfw,,,,,,,,,,,
track,Taylor swift,06HL4z0CvFAxyc27GXpf02,1fnJ7k0bllNfL1kVdNVW1A,Midnights (The Til Dawn Edition),2023-05-26,2VuqMjgoKaOHNM8HpxtXKx,The Great War,14,1,False,240355,61,https://open.spotify.com/track/2VuqMjgoKaOHNM8HpxtXKx,,,,,,,,,,,
track,Taylor swift,06HL4z0CvFAxyc27GXpf02,1fnJ7k0bllNfL1kVdNVW1A,Midnights (The Til Dawn Edition),2023-05-26,71CBDRKmF2VeRKYMG1DFBh,Bigger Than The Whole Sky,15,1,False,218502,59,https://open.spotify.com/track/71CBDRKmF2VeRKYMG1DFBh,,,,,,,,,,,
track,Taylor swift,06HL4z0CvFAxyc27GXpf02,1fnJ7k0bllNfL1kVdNVW1A,Midnights (The Til Dawn Edition),2023-05-26,5tWxKWq1DSP1s9WQ5PWuqu,Paris,16,1,False,196258,60,https://open.spotify.com/track/5tWxKWq1DSP1s9WQ5PWuqu,,,,,,,,,,,
track,Taylor swift,06HL4z0CvFAxyc27GXpf02,1fnJ7k0bllNfL1kVdNVW1A,Midnights (The Til Dawn Edition),2023-05-26,1SztNGCwEHJEVFx90E5g7D,High Infidelity,17,1,False,231475,59,https://open.spotify.com/track/1SztNGCwEHJEVFx90E5g7D,,,,,,,,,,,
track,Taylor swift,06HL4z0CvFAxyc27GXpf02,1fnJ7k0bllNfL1kVdNVW1A,Midnights (The Til Dawn Edition),2023-05-26,7C0w28EsX0Um2FrZs9gso2,Glitch,18,1,False,148781,58,https://open.spotify.com/track/7C0w28EsX0Um2FrZs9gso2,,,,,,,,,,,
track,Taylor swift,06HL4z0CvFAxyc27GXpf02,1fnJ7k0bllNfL1kVdNVW1A,Midnights (The Til Dawn Edition),2023-05-26,4txojlesMFQZGWxwz2EeqB,"Would've, Could've, Should've",19,1,False,260361,61,https://open.spotify.com/track/4txojlesMFQZGWxwz2EeqB,,,,,,,,,,,
track,Taylor swift,06HL4z0CvFAxyc27GXpf02,1fnJ7k0bllNfL1kVdNVW1A,Midnights (The Til Dawn Edition),2023-05-26,10GRRCR5fctuOF4GFmATJI,Dear Reader,20,1,False,225194,59,https://open.spotify.com/track/10GRRCR5fctuOF4GFmATJI,,,,,,,,,,,
track,Taylor swift,06HL4z0CvFAxyc27GXpf02,1fnJ7k0bllNfL1kVdNVW1A,Midnights (The Til Dawn Edition),2023-05-26,3xYJScVfxByb61dYHTwiby,Hits Different,21,1,True,234466,72,https://open.spotify.com/track/3xYJScVfxByb61dYHTwiby,,,,,,,,,,,
track,Taylor swift,06HL4z0CvFAxyc27GXpf02,1fnJ7k0bllNfL1kVdNVW1A,Midnights (The Til Dawn Edition),2023-05-26,4zmKGsrXjLmljb5fTaBTot,Snow On The Beach (feat. More Lana Del Rey),22,1,True,229942,74,https://open.spotify.com/track/4zmKGsrXjLmljb5fTaBTot,,,,,,,,,,,
track,Taylor swift,06HL4z0CvFAxyc27GXpf02,1fnJ7k0bllNfL1kVdNVW1A,Midnights (The Til Dawn Edition),2023-05-26,4i6cwNY6oIUU2XZxPIw82Y,Karma (feat. Ice Spice),23,1,True,201493,61,https://open.spotify.com/track/4i6cwNY6oIUU2XZxPIw82Y,,,,,,,,,,,
track,Taylor swift,06HL4z0CvFAxyc27GXpf02,3lS1y25WAhcqJDATJK70Mq,Midnights (3am Edition),2022-10-22,4g2c7NoTWAOSYDy44l9nub,Lavender Haze,1,1,True,202395,60,https://open.spotify.com/track/4g2c7NoTWAOSYDy44l9nub,,,,,,,,,,,
track,Taylor swift,06HL4z0CvFAxyc27GXpf02,3lS1y25WAhcqJDATJK70Mq,Midnights (3am Edition),2022-10-22,199E1RRrVmVTQqBXih5qRC,Maroon,2,1,True,218270,60,https://open.spotify.com/track/199E1RRrVmVTQqBXih5qRC,,,,,,,,,,,
track,Taylor swift,06HL4z0CvFAxyc27GXpf02,3lS1y25WAhcqJDATJK70Mq,Midnights (3am Edition),2022-10-22,02Zkkf2zMkwRGQjZ7T4p8f,Anti-Hero,3,1,False,200690,59,https://open.spotify.com/track/02Zkkf2zMkwRGQjZ7T4p8f,,,,,,,,,,,
track,Taylor swift,06HL4z0CvFAxyc27GXpf02,3lS1y25WAhcqJDATJK70Mq,Midnights (3am Edition),2022-10-22,6ADDIJxxqzM9LMpm78yzQG,Snow On The Beach (feat. Lana Del Rey),4,1,True,256124,57,https://open.spotify.com/track/6ADDIJxxqzM9LMpm78yzQG,,,,,,,,,,,
track,Taylor swift,06HL4z0CvFAxyc27GXpf02,3lS1y25WAhcqJDATJK70Mq,Midnights (3am Edition),2022-10-22,7gVWKBcfIW93YxNBi3ApIE,"You're On Your Own, Kid",5,1,False,194206,61,https://open.spotify.com/track/7gVWKBcfIW93YxNBi3ApIE,,,,,,,,,,,
track,Taylor swift,06HL4z0CvFAxyc27GXpf02,3lS1y25WAhcqJDATJK70Mq,Midnights (3am Edition),2022-10-22,6Nl7KyvjkFncGsjB49SxLl,Midnight Rain,6,1,False,174782,59,https://open.spotify.com/track/6Nl7KyvjkFncGsjB49SxLl,,,,,,,,,,,
track,Taylor swift,06HL4z0CvFAxyc27GXpf02,3lS1y25WAhcqJDATJK70Mq,Midnights (3am Edition),2022-10-22,6C7OF1Jal7YkyjzyUG8vkK,Question...?,7,1,True,210556,56,https://open.spotify.com/track/6C7OF1Jal7YkyjzyUG8vkK,,,,,,,,,,,
track,Taylor swift,06HL4z0CvFAxyc27GXpf02,3lS1y25WAhcqJDATJK70Mq,Midnights (3am Edition),2022-10-22,5yeuXkukVGuix3vmLu2BPJ,Vigilante Shit,8,1,True,164801,57,https://open.spotify.com/track/5yeuXkukVGuix3vmLu2BPJ,,,,,,,,,,,
track,Taylor swift,06HL4z0CvFAxyc27GXpf02,3lS1y25WAhcqJDATJK70Mq,Midnights (3am Edition),2022-10-22,0jvo9CjnbR0lYUDTSNTMiu,Bejeweled,9,1,False,194165,60,https://open.spotify.com/track/0jvo9CjnbR0lYUDTSNTMiu,,,,,,,,,,,
track,Taylor swift,06HL4z0CvFAxyc27GXpf02,3lS1y25WAhcqJDATJK70Mq,Midnights (3am Edition),2022-10-22,43q586vP8gGkYypKoSddhl,Labyrinth,10,1,False,247962,58,https://open.spotify.com/track/43q586vP8gGkYypKoSddhl,,,,,,,,,,,
track,Taylor swift,06HL4z0CvFAxyc27GXpf02,3lS1y25WAhcqJDATJK70Mq,Midnights (3am Edition),2022-10-22,5oqDgw5VGBln5dSIOPWyBq,Karma,11,1,True,204852,61,https://open.spotify.com/track/5oqDgw5VGBln5dSIOPWyBq,,,,,,,,,,,
track,Taylor swift,06HL4z0CvFAxyc27GXpf02,3lS1y25WAhcqJDATJK70Mq,Midnights (3am Edition),2022-10-22,3zmwONxswBAzGwExPugSLN,Sweet Nothing,12,1,False,188496,59,https://open.spotify.com/track/3zmwONxswBAzGwExPugSLN,,,,,,,,,,,
track,Taylor swift,06HL4z0CvFAxyc27GXpf02,3lS1y25WAhcqJDATJK70Mq,Midnights (3am Edition),2022-10-22,56hioFjQ0DXrdn04hZcFgG,Mastermind,13,1,False,191039,61,https://open.spotify.com/track/56hioFjQ0DXrdn04hZcFgG,,,,,,,,,,,
track,Taylor swift,06HL4z0CvFAxyc27GXpf02,3lS1y25WAhcqJDATJK70Mq,Midnights (3am Edition),2022-10-22,3UMrglJeju5yWyYIW6o99b,The Great War,14,1,False,240355,66,https://open.spotify.com/track/3UMrglJeju5yWyYIW6o99b,,,,,,,,,,,
track,Taylor swift,06HL4z0CvFAxyc27GXpf02,3lS1y25WAhcqJDATJK70Mq,Midnights (3am Edition),2022-10-22,0BiqmkasE5FdrChwKfVp8X,Bigger Than The Whole Sky,15,1,False,218502,65,https://open.spotify.com/track/0BiqmkasE5FdrChwKfVp8X,,,,,,,,,,,
track,Taylor swift,06HL4z0CvFAxyc27GXpf02,3lS1y25WAhcqJDATJK70Mq,Midnights (3am Edition),2022-10-22,7712gjoih4QoDbXpljEk21,Paris,16,1,False,196258,62,https://open.spotify.com/track/7712gjoih4QoDbXpljEk21,,,,,,,,,,,
track,Taylor swift,06HL4z0CvFAxyc27GXpf02,3lS1y25WAhcqJDATJK70Mq,Midnights (3am Edition),2022-10-22,5kiZGSxgqPdv6rbqL9THdd,High Infidelity,17,1,False,231475,61,https://open.spotify.com/track/5kiZGSxgqPdv6rbqL9THdd,,,,,,,,,,,
track,Taylor swift,06HL4z0CvFAxyc27GXpf02,3lS1y25WAhcqJDATJK70Mq,Midnights (3am Edition),2022-10-22,6wAFvJPpTZVirBKGZ4EnMW,Glitch,18,1,False,148781,58,https://open.spotify.com/track/6wAFvJPpTZVirBKGZ4EnMW,,,,,,,,,,,
track,Taylor swift,06HL4z0CvFAxyc27GXpf02,3lS1y25WAhcqJDATJK70Mq,Midnights (3am Edition),2022-10-22,0aV5uARAknQgYhBaK944FP,"Would've, Could've, Should've",19,1,False,260361,65,https://open.spotify.com/track/0aV5uARAknQgYhBaK944FP,,,,,,,,,,,
track,Taylor swift,06HL4z0CvFAxyc27GXpf02,3lS1y25WAhcqJDATJK70Mq,Midnights (3am Edition),2022-10-22,3QF5RsWzK1lCvf2o2cY65P,Dear Reader,20,1,False,225194,61,https://open.spotify.com/track/3QF5RsWzK1lCvf2o2cY65P,,,,,,,,,,,
track,Taylor swift,06HL4z0CvFAxyc27GXpf02,151w1FgRZfnKZA9FEcg9Z3,Midnights,2022-10-21,5jQI2r1RdgtuT8S3iG8zFC,Lavender Haze,1,1,True,202395,73,https://open.spotify.com/track/5jQI2r1RdgtuT8S3iG8zFC,,,,,,,,,,,
track,Taylor swift,06HL4z0CvFAxyc27GXpf02,151w1FgRZfnKZA9FEcg9Z3,Midnights,2022-10-21,3eX0NZfLtGzoLUxPNvRfqm,Maroon,2,1,True,218270,71,https://open.spotify.com/track/3eX0NZfLtGzoLUxPNvRfqm,,,,,,,,,,,
track,Taylor swift,06HL4z0CvFAxyc27GXpf02,151w1FgRZfnKZA9FEcg9Z3,Midnights,2022-10-21,0V3wPSX9ygBnCm8psDIegu,Anti-Hero,3,1,False,200690,80,https://open.spotify.com/track/0V3wPSX9ygBnCm8psDIegu,,,,,,,,,,,
track,Taylor swift,06HL4z0CvFAxyc27GXpf02,151w1FgRZfnKZA9FEcg9Z3,Midnights,2022-10-21,1wtOxkiel43cVs0Yux5Q4h,Snow On The Beach (feat. Lana Del Rey),4,1,True,256124,68,https://open.spotify.com/track/1wtOxkiel43cVs0Yux5Q4h,,,,,,,,,,,
track,Taylor swift,06HL4z0CvFAxyc27GXpf02,151w1FgRZfnKZA9FEcg9Z3,Midnights,2022-10-21,4D7BCuvgdJlYvlX5WlN54t,"You're On Your Own, Kid",5,1,False,194206,79,https://open.spotify.com/track/4D7BCuvgdJlYvlX5WlN54t,,,,,,,,,,,
track,Taylor swift,06HL4z0CvFAxyc27GXpf02,151w1FgRZfnKZA9FEcg9Z3,Midnights,2022-10-21,3rWDp9tBPQR9z6U5YyRSK4,Midnight Rain,6,1,False,174782,75,https://open.spotify.com/track/3rWDp9tBPQR9z6U5YyRSK4,,,,,,,,,,,
track,Taylor swift,06HL4z0CvFAxyc27GXpf02,151w1FgRZfnKZA9FEcg9Z3,Midnights,2022-10-21,0heeNYlwOGuUSe7TgUD27B,Question...?,7,1,True,210556,63,https://open.spotify.com/track/0heeNYlwOGuUSe7TgUD27B,,,,,,,,,,,
track,Taylor swift,06HL4z0CvFAxyc27GXpf02,151w1FgRZfnKZA9FEcg9Z3,Midnights,2022-10-21,1xwAWUI6Dj0WGC3KiUPN0O,Vigilante Shit,8,1,True,164801,68,https://open.spotify.com/track/1xwAWUI6Dj0WGC3KiUPN0O,,,,,,,,,,,
track,Taylor swift,06HL4z0CvFAxyc27GXpf02,151w1FgRZfnKZA9FEcg9Z3,Midnights,2022-10-21,3qoftcUZaUOncvIYjFSPdE,Bejeweled,9,1,False,194165,73,https://open.spotify.com/track/3qoftcUZaUOncvIYjFSPdE,,,,,,,,,,,
